agencyCode,agencyName,currentUII,investmentName,investmentType,uniqueProjectId,projectId,agencyProjectId,projectName,projectGoal,infrastructureManagementCategory,projectStatus,tmfInitiative,softwareProject,incrementalDevelopment,iterationFrequencyAmount,iterationFrequencyUnits,iterativeDescription,plannedStartDate,projectedStartDate,actualStartDate,plannedEndDate,projectedEndDate,actualEndDate,plannedCost,projectedCost,actualCost,scheduleVariance(days),scheduleVariance(%),scheduleVarianceColor,costVariance($M),costVariance(%),costVarianceColor,updatedTime
009,"Department of Health and Human Services",009-000407144,"HRSA - OIT End User Tower","Standard IT Investments",5fd904f5c885704b4c71152c,451676,5fd904f5c885704b4c71152c,"Maintenance: End User Security Updates FY20","This project reflects End User Tower (laptop/tablet/printer) maintenance costs/schedule for FY20",06,,,false,,,,,,,,,,,,,,0,0,green,0,0,green,"2021-09-30 19:27:30"
009,"Department of Health and Human Services",009-000276359,"FDA CTP Regulatory Submission Receipt and Analysis","Major IT Investments",614c8fa0c7a78f42a5b60847,000463800,614c8fa0c7a78f42a5b60847,"FDA CTP RSRA Data Services FY2022","CTP's Data Modernization project aims to operate, maintain and enhance the Product Management Service as a data service",01,,,true,true,2,Months,"Agile Methodology
",,,,,,,,,,0,0,green,0,0,green,"2022-03-15 08:38:51"
009,"Department of Health and Human Services",009-000000706,"HRSA - OIT Electronic Handbooks (EHBs)","Major IT Investments",636c059bce4686095f8e6484,464897,636c059bce4686095f8e6484,"HRSA - EHBs - FY2022 - DME Enterprise Data Analytics","Design, development and support of new Tableau/DataMart dashboards,
enhancement of the current data analytics capabilities within the EHBs  that will lead to reporting efficiencies.",01,"In Progress",N/A,true,true,6,Months,Agile,2022-09-12,2022-09-12,2022-09-12,2023-09-11,2023-09-11,,1.399549,1.399549,0,0,0,green,0,0,green,"2023-03-27 08:08:58"
009,"Department of Health and Human Services",009-000001361,"HRSA - BHW National Practitioner Data Bank (NPDB)","Major IT Investments",60074b4b5d616a425279ad26,464750,60074b4b5d616a425279ad26,"Maintenance: NPDB - FY20 FY21 - Release 7.7","Maintenance: NPDB - FY20 FY21 - Release 7.7",01,Complete,,true,true,2,Weeks,"Agile Methodology",,,2020-07-01,,,2020-12-31,,,0.614,0,0,green,0,0,green,"2021-09-17 23:33:55"
009,"Department of Health and Human Services",009-000004158,"HRSA - BHW Management Information System Solution (BMISS)","Major IT Investments",5ff5c4507023e442659e4430,464730,5ff5c4507023e442659e4430,"BMISS 2020-23","To successfully migrate the BMISS Platform from the NIH Data Center to the HRSA Cloud. ",01,Complete,,false,true,3,Months,Agile,,,2020-08-06,,,2021-08-05,,,1.218,66,55.4622,red,0.002,0.4808,green,"2021-09-17 23:33:57"
009,"Department of Health and Human Services",009-000314914,"CMS Master Data Management (MDM)","Major IT Investments",60ae7c25380cd642eabc16ec,462753,60ae7c25380cd642eabc16ec,"COMPLETED: MDM Development 21-22 ","Provide development services to the CMS MDM community",01,Completed,N/A,true,true,2,Weeks,"SAFe   agile",2021-03-01,2021-03-01,2021-03-01,2022-03-01,2022-03-01,2022-03-01,32.178664,32.178664,32.178664,0,0,green,0,0,green,"2023-02-22 16:51:11"
009,"Department of Health and Human Services",009-000004158,"HRSA - BHW Management Information System Solution (BMISS)","Major IT Investments",600221715d616a425279aa5b,464748,600221715d616a425279aa5b,"Maintenance:  HRSA-BHW Management Information System Solution (BMISS) - FY21","To maintain the BMISS Platform in order to support the Bureau's Programs. ",01,Complete,,true,true,2,Months,Agile,,,2020-10-01,,,2021-09-30,,,3.95,0,0,green,0,0,green,"2021-09-17 23:33:58"
009,"Department of Health and Human Services",009-000353235,"FDA ORA Imports","Major IT Investments",6197d5d1bc45ab42b594663f,000463899,6197d5d1bc45ab42b594663f,"zFDA ORA Imports SERIO FY22","Provide for the unification of functionality currently available in Entry Review (ER) and the Operational and Administrative System for Import Support (OASIS).",01,Completed,N/A,true,true,3,Months,agile,2021-09-20,2021-09-20,2021-09-20,2022-09-19,2022-09-19,2022-09-16,7.3,7.3,6.76,3,0.824176,green,0.54,7.39726,green,"2022-10-27 08:34:27"
009,"Department of Health and Human Services",009-000409885,"CMS Encounter Data System Program","Major IT Investments",5fd904f5c885704b4c711553,453520,5fd904f5c885704b4c711553,"EDPS NextGen 2020 Q3","Routine quarterly release that includes review of and if applicable update system to reflect business needs of the collection of encounter data.",01,Completed,N/A,false,true,2,Weeks,Agile,2020-06-22,2020-06-22,2020-06-22,2020-09-25,2020-09-25,2020-09-25,1.881,1.881,1.881,0,0,green,0,0,green,"2022-10-06 16:48:52"
009,"Department of Health and Human Services",009-000004158,"HRSA - BHW Management Information System Solution (BMISS)","Major IT Investments",60c27ce129e2ba4285c7f8db,464778,60c27ce129e2ba4285c7f8db,"BMISS 2021-10","Provide an automated clustering engine for the Community Need Analysis Platform.",01,Complete,,true,true,3,Months,Agile,,,2021-05-03,,,2021-12-31,,,0.440219,31,51.6667,red,0.056,-51.3761,green,"2022-03-09 15:14:02"
009,"Department of Health and Human Services",009-000402093,"FDA CDER OTS Product Review & Approval","Major IT Investments",6155d94903f1c642fcbdcffb,000463811,6155d94903f1c642fcbdcffb,"FDA CDER OTS PR&A MAED VI","To help medical reviewers quickly summarize raw sponsor-provided MeDRA-based adverse event data into clear and comprehensive standardized summaries.",01,Completed,N/A,true,true,4,Months,Agile,2021-09-12,2021-09-12,2021-09-12,2022-09-11,2022-09-11,2022-09-11,1.139721,1.139721,1.1391,0,0,green,0.00062099999999998,0.054487,green,"2022-10-27 08:34:29"
009,"Department of Health and Human Services",009-000001794,"CDC Natl Ctr For Emerging and Zoonotic Infectious Diseases ID LIMS","Major IT Investments",63caa657b75c5ea7cf2086b4,461809,63caa657b75c5ea7cf2086b4,"CDC NCEZID FY23 ELIMS CSTOR","The CDC Specimen Test Order and Reporting (CSTOR) Web Portal is the central online resource for CDC Infectious Disease (ID) laboratory partners, including the Association of Public Health Laboratories (APHL) to submit specimens.",01,"In Progress",N/A,true,true,3,Months,Agile,2022-11-01,2022-11-01,2022-11-01,2023-09-30,2023-11-06,,0.534767,0.568783,0,-37,-11.111111,green,-0.034016,-6.360901,green,"2023-07-24 09:05:11"
009,"Department of Health and Human Services",009-000334166,"FDA CTP Organizational Operations","Major IT Investments",63ebe1e2d2120e7282ea2fd2,000464018,63ebe1e2d2120e7282ea2fd2,"FDA CTP OO CBAS FY2023","To sustain and further implement enhancements, while continuing the modernization of its integrated CTP CBAS to support the increasingly complex financial needs, regulatory requirements, and business processes associated with FDA",01,"In Progress",N/A,true,true,3,Months,Agile,2023-02-01,2023-02-01,2023-02-01,2024-01-31,2024-01-31,,4.307459,4.307459,0,0,0,green,0,0,green,"2023-03-24 10:36:08"
009,"Department of Health and Human Services",009-000004158,"HRSA - BHW Management Information System Solution (BMISS)","Major IT Investments",5ff894be7023e442659e51ef,464738,5ff894be7023e442659e51ef,"BMISS 2020-32","Develop a Statewide Rational Service Area (SRSA).",01,Complete,,true,true,3,Months,Agile,,,2020-08-15,,,2021-05-31,,,1.259,3,2,green,-0.017,-2.6856,green,"2021-09-17 23:33:55"
009,"Department of Health and Human Services",009-000001362,"IHS Health Information Technology Systems and Support","Major IT Investments",6189776cbdc84142d01712d8,465732,6189776cbdc84142d01712d8,"IHS-HITSS FY2022 Operations and Maintenance","Monthly and Quarterly releases of RPMS software addressing maintenance requests, reported issues, and coding table updates to maintain functionality and regulatory compliance for HIT systems.",01,Completed,N/A,true,true,2,Weeks,"The software development requirements for the operations and maintenance work affect multiple components in the electronic health information technology suite. Each specific component is undergoing iterative requirements, development, and testing and releasing the updates as the component is completed. These are planned for release approximately every 2 weeks.",2021-10-01,2021-10-01,2021-10-01,2022-09-30,2022-09-30,2022-09-30,0,0,38.442693,0,0,green,-38.442693,0,green,"2022-10-14 12:03:26"
009,"Department of Health and Human Services",009-000348476,"CMS Quality Improvement Organizations (QIO) Information Systems","Major IT Investments",631205d2da31b4935901302d,000462837,631205d2da31b4935901302d,QMARS,"QMARS is a National Standardized System developed by CCSQ to capture, track, manage, and analyze the activities associated with all case review types associated with the Beneficiary and Family Centered Care (BFCC) Program",01,"In Progress",N/A,true,true,2,Weeks,"Agile methodology.",2022-09-02,2022-09-02,2022-09-02,2024-09-02,2024-09-02,,17.678256,17.678256,15.777,0,0,green,0,0,green,"2023-05-23 19:12:05"
009,"Department of Health and Human Services",009-000001380,"CDC Natl Ctr For Emerging and Zoonotic Infectious Diseases NHSN Systems","Major IT Investments",611ff156f1201542ba97eb86,461754,611ff156f1201542ba97eb86,"NHSN 2021 Annual Updates","Continue to make critical contribution in response to the COVID-19 response along with modernization of the application infrastructure to exchange, analyze, and visualize data to transform NHSN such as reduce manual data entry of COVID-19 data",01,"In Progress",,true,true,6,Weeks,"Agile - 9 planned releases (Infrastructure, COVID-19, Maintenance)
There may be additional releases to address any critical issues",,,,,,,,,,0,0,green,-2.164,28.845,yellow,"2021-11-22 09:41:30"
009,"Department of Health and Human Services",009-000001468,"CMS Healthcare Integrated General Ledger Accounting System (HIGLAS)","Major IT Investments",617ada04bdc84142d017010c,000462781,617ada04bdc84142d017010c,"CMS HIGLAS Technical Upgrade","To upgrade hardware and software for the HIGLAS system.",01,Completed,N/A,true,true,2,Weeks,Agile,2021-09-01,2021-09-01,2021-09-01,2022-05-21,2022-05-21,2022-05-21,4.229258,4.229258,4.229258,0,0,green,0,0,green,"2023-04-20 12:11:35"
009,"Department of Health and Human Services",009-000000706,"HRSA - OIT Electronic Handbooks (EHBs)","Major IT Investments",6087325e380cd642eabbd192,464782,6087325e380cd642eabbd192,"EHB - FY21 Post Award Grant Managements PO Certification","The purpose of this requirement is to design, develop, and implement a Project Officer Certification Program in the EHBs and integrate it with the existing HRSA Learning Institute system. ",01,Complete,,true,true,6,Months,Agile,,,2021-03-02,,,2021-12-01,,,0.158611,0,0,green,0,0,green,"2021-10-25 09:30:07"
009,"Department of Health and Human Services",009-000463841,"FDA CDER Drug Supply Chain (DSC)","Major IT Investments",627e99a4213ca642eae770d4,000463922,627e99a4213ca642eae770d4,"FDA CDER DSC - Drug Supply Chain (COVID-19) - Rel 1 (FY2022)","Release 1 of 4
The COVID-19 Drug Supply Chain project has been established to provide surveillance and insight into the whole end-to-end drug supply chain from raw material suppliers to clinical settings such as hospitals and pharmacies.",01,Completed,N/A,true,true,2,Weeks,"Agile Scrum",2022-04-15,2022-04-15,2022-04-15,2022-07-30,2022-07-30,2022-09-29,2.695,2.695,2.695,-61,-57.54717,green,0,0,green,"2022-11-22 14:57:57"
009,"Department of Health and Human Services",009-000462800,"CMS No Surprises & Transparency Act System (NST)","Major IT Investments",644043459b57d0ac385345f2,000462863,644043459b57d0ac385345f2,"NST Dev. & Collection Agents and Brokers 2023-2024","Collect and report data on commissions, compensation, and bonuses received by A/B and others who sell insurance to consumers in individual and short term/ limited duration health insurance market; report commission data to the HHS secretary annually",01,"In Progress",N/A,true,true,2,Weeks,Agile,2023-04-15,2023-04-15,2023-04-15,2024-04-14,2024-04-14,,0.359999,0.359999,0.029105,0,0,green,0,0,green,"2023-07-24 16:27:59"
009,"Department of Health and Human Services",009-000462736,"CMS Unified Case Management (UCM) NexGen","Major IT Investments",6335ab9f62417516be1e17a7,000462856,6335ab9f62417516be1e17a7,"UCM Next Generation","Re-build UCM system.",01,"In Progress",N/A,true,true,2,Weeks,"Agile methodology ",2019-09-30,2019-09-30,2020-07-01,2024-10-01,2024-10-10,,70,70,48,-9,-0.492341,green,0,0,green,"2022-12-01 16:25:02"
009,"Department of Health and Human Services",009-000001422,"ACF Expanded Federal Parent Locator Service (OCSE)","Major IT Investments",633ee4e4f67352ead20341be,23LM02,633ee4e4f67352ead20341be,"FY23 Legacy Mainframe Systems Modernization","Modernize legacy FPLS applications",01,"In Progress",N/A,false,true,6,Months,"Custom; see detailed Project Process Agreements",2022-09-26,2022-09-26,2022-09-26,2024-01-03,2024-01-03,,1.003714,1.003714,0,0,0,green,0,0,green,"2023-07-26 17:17:42"
009,"Department of Health and Human Services",009-000001359,"IHS National Patient Information Reporting System (NPIRS) - - Maintenance and Enhancements","Major IT Investments",6348598e7d4744c824336d70,456757,6348598e7d4744c824336d70,"IHS FY23 User Population National Reports","Produce reports to support IHS statutory, regulatory, and administrative obligations for user population counts required by the GPRA/GPRAMA.",01,"In Progress",N/A,false,true,11,Months,"This Project deploys following all 4 week sprint intervals",2023-01-03,2023-01-03,2023-01-03,2023-11-14,2023-11-14,,0.219955,0,0,0,0,green,0.219955,100,red,"2023-01-23 11:29:31"
009,"Department of Health and Human Services",009-000276359,"FDA CTP Regulatory Submission Receipt and Analysis","Major IT Investments",645a82c8983965f1dd2754a9,464048,645a82c8983965f1dd2754a9,"FDA CTP RSRA eSubmissions Modernization FY2023","The CTP eSubmissions Modernization project includes both an Analysis and Assessments phase and a Development, Modernization, and Enhancements phase to support the modernization of CTP's eSubmissions processes and applications.",01,"In Progress",N/A,true,true,3,Months,Agile,2023-04-28,2023-04-28,2023-04-28,2024-04-27,2024-04-27,,8.768189,8.768189,0,0,0,green,0,0,green,"2023-05-23 19:31:35"
009,"Department of Health and Human Services",009-000439249,"CMS Integrated Data Repository Cloud (IDRC)","Major IT Investments",632a0f9c0a6839a358757ed1,000462853,632a0f9c0a6839a358757ed1,"START MAY23:IDRC 23 Maintenance-IDRS","The goal of the Integrated Data Repository (Cloud) is to provide an accurate, reliable and timely consolidated repository of claims, provider and beneficiary data through consolidation of data sources, data stores and procedures. ",01,"In Progress",N/A,false,true,2,Weeks,"Agile Sprint",2023-05-15,2023-05-15,2023-05-15,2024-05-14,2024-05-14,,7.41112,7.41112,0,0,0,green,0,0,green,"2023-02-21 11:43:21"
009,"Department of Health and Human Services",009-000205796,"HRSA - OIT Enterprise Content Management","Standard IT Investments",5fff5bee5d616a4252799e53,457654,5fff5bee5d616a4252799e53,"HRSA - Maintenance: Enterprise Content Mgmt Service FY21","Provide operational and maintenance support for HRSA ECM.",10,,,false,,,,,,,,,,,,,,0,0,green,0,0,green,"2021-09-30 19:27:31"
009,"Department of Health and Human Services",009-000004158,"HRSA - BHW Management Information System Solution (BMISS)","Major IT Investments",60ff07ffe5a8c8456fe87591,464800,60ff07ffe5a8c8456fe87591,HRSA-BMISS-2021-19,"SDMS Provider Management",01,Complete,,true,true,3,Months,Agile,,,2021-06-10,,,2022-05-31,,,2.470176,0,0,green,-0.056176000000001,2.2742,green,"2021-10-25 09:30:07"
009,"Department of Health and Human Services",009-000407564,"CMS Central Data Abstraction Tool (CDAT) Modernized","Major IT Investments",62cecc9613159f42f0967834,462821,62cecc9613159f42f0967834,"CDAT - Maintenance Window (MW) Activities","Perform scheduled system maintenance, backup and upgrade functions for the network, premises and equipment.",01,"In Progress",N/A,true,true,2,Weeks,"Agile. We have refinement meetings, which prep jira issues to be worked on by engineering. We have planning meetings, which establish what will be worked on in the next iteration. We have retrospective meetings after the sprint to improve operations. We have standup meetings everyday to ensure refined jira issues are getting implemented/completed appropriately. Optionally, on the outset of a release cycle, we may do a Sprint 0 to gather information needed ahead of the release cycle.
",2022-05-01,2022-05-01,2022-05-01,2023-04-30,2023-04-30,,0.371,0.371,0.061833,0,0,green,0,0,green,"2022-10-06 11:50:43"
009,"Department of Health and Human Services",009-000314915,"CMS Enterprise Portal Services (EPS)","Major IT Investments",5fd904d6c885704b4c710798,000441542,5fd904d6c885704b4c710798,"COMPLETED:  Maintenance Release 2019-2020","To provide all regular maintenance activities for the Enterprise Portal community",01,Completed,N/A,false,,0,,,2019-10-01,2019-10-01,2019-10-01,2020-09-30,2020-09-30,2020-09-30,26,26,26,0,0,green,0,0,green,"2023-04-20 12:11:34"
009,"Department of Health and Human Services",009-000435476,"FDA CDER Opioid Data Warehouse and Analytics","Major IT Investments",6419e74839041b6a1182af4c,000464037,6419e74839041b6a1182af4c,"FDA CDER ODW - Advanced Opioids Analytics Capability (FY22)","Implement and enhance a cloud-enabled enterprise solution that creates an Advanced Opioids Analytics Capability which integrates key internal and external data sources to enable real-time data analytics to support regulatory decision making.",01,"In Progress",N/A,true,true,3,Weeks,"Agile Scrum overall, Kanban for infrastructure support",2022-09-09,2022-09-09,2022-09-09,2023-09-08,2023-09-08,,1.114,1.114,0,0,0,green,0,0,green,"2023-04-25 16:14:37"
009,"Department of Health and Human Services",009-000005344,"FDA CDRH Digital Transformation","Major IT Investments",618be179bdc84142d0171682,000463843,618be179bdc84142d0171682,"FDA CDRH DT CeSub/CIMS OY2","Option Year 2 operations and maintenance-related enhancements to support CDRH's existing, legacy systems that fall under the CeSub, CIMS, and CSTAR portfolios.",01,"In Progress",N/A,true,true,3,Months,"Scrum-based iterative development with quarterly releases",2021-09-19,2021-09-19,2021-09-20,2022-09-20,2022-09-20,,1478.5482,1493.4509,1221.90198,0,4.098361,green,-14.9027,-1.007928,green,"2022-10-05 14:42:59"
009,"Department of Health and Human Services",009-000454173,"CDC NCIRD Immunization Gateway","Major IT Investments",63aaf0948f73f1db60800ea5,461805,63aaf0948f73f1db60800ea5,"CDC NCIRD IZG Multi-Jurisdictional Query and Automated Data Submission","The IZ Gateway enhancements project includes Multi-Jurisdictional Query (MJQ) and the opt-in Automated Data Submission (ADS) to CDC enhancements address enumerated requirements from the IZ Gateway community to both add needed functionality and save",01,"In Progress",N/A,true,true,2,Weeks,"Tailored Agile Development with Incremental Releases with 1 pilot test release and 2 full production releases over the project life cycle",2022-08-01,2022-08-01,2022-08-01,2023-09-06,2023-07-04,,1.065,1.05973,0,44,10.972569,yellow,0.0052699999999999,0.494836,green,"2023-07-24 09:05:13"
009,"Department of Health and Human Services",009-000004258,"CMS Plan Enrollment (HPMS)","Major IT Investments",6047c46b3076b642a6f6ad1c,000462858,6047c46b3076b642a6f6ad1c,"CMS - HPMS - Multi-Factor Authentication","Require Multi-factor authentication to logon to HPMS",01,Completed,,true,true,2,Weeks,"Softrams is using a two week sprint cycle using agile development.  A set number of story points are allocated and approved prior to the two week sprint. ",2020-11-20,2020-11-20,2020-11-20,2021-08-16,2021-08-16,2021-08-16,0.174,0.174,0.174,0,0,green,0,0,green,"2022-10-06 13:12:33"
009,"Department of Health and Human Services",009-000314914,"CMS Master Data Management (MDM)","Major IT Investments",63237a090a6839a358757c1d,000462841,63237a090a6839a358757c1d," MDM 22 - 24 Maintenance","The goal of the project is to continue to monitor and
 deploy SPARC monitoring tools to manage AWS performance data workflows and adjust MDM data structures accordingly.",01,"In Progress",N/A,false,true,1,Months,"Agile Sprint",2022-04-01,2022-04-01,2022-04-01,2024-03-31,2024-03-31,,8.87149,8.87149,5.175035,0,0,green,0,0,green,"2023-07-24 16:27:59"
009,"Department of Health and Human Services",009-000276359,"FDA CTP Regulatory Submission Receipt and Analysis","Major IT Investments",62fa5fbd7432f93e09da66d4,000463932,62fa5fbd7432f93e09da66d4,"FDA CTP RSRA AIRRS FY2022","Develop, configure and implement CIRDS, RTS  Ontology Research and Semantic Search (Semaphore) components into all FDA application",01,"In Progress",N/A,true,true,3,Months,"Agile methodology with 2 week sprint/development cycles",2022-07-01,2022-07-01,2022-07-01,2023-06-30,2023-06-30,,2.961505,2.961505,0,0,0,green,0,0,green,"2022-10-04 12:17:12"
009,"Department of Health and Human Services",009-000005323,"FDA OC Financial Management Information Systems","Major IT Investments",6141e33fe8c9cc42ab344b0a,000463813,6141e33fe8c9cc42ab344b0a,"FDA OC FMIS CBER BPERS Business Process and Tools Improvement III","This project includes implementation of CBER IBAPS Parent-Child system components under the FDA IBAPS investment",01,"In Progress",,false,false,,,,,,,,,,,,,0,0,green,-0.0010000000000001,0.0955,green,"2021-11-22 10:42:28"
009,"Department of Health and Human Services",009-000461748,"CDC OFR Appian Platform","Major IT Investments",62f3f72b2136bb376b55c747,461791,62f3f72b2136bb376b55c747,"CDC OFR Resource Management System","RMS will provide CDC with a modern resource management system supporting the entire resource management lifecycle with integrated modules consisting of Formulation, Strategy, Planning, Execution and Performance.",10,"In Progress",N/A,true,true,6,Months,"Agile iterative development is being used with product releases following and  EPLC Operational Readiness Review gate prior to production release. ",2021-09-29,2021-09-29,2021-09-29,2023-03-19,2023-07-06,,11.277514,10.053829,0,-127,-23.69403,green,1.223685,10.850663,yellow,"2023-07-24 09:05:11"
009,"Department of Health and Human Services",009-000005323,"FDA OC Financial Management Information Systems","Major IT Investments",61b8d84fcba65542acb5a4f3,000463877,61b8d84fcba65542acb5a4f3,"z-FDA OC FMIS CDER CBAPS Phase III","To continue the design, development, enhancement and operations of CDER CBAPS with enhancements to operating and payroll functions.",01,"In Progress",N/A,true,true,2,Weeks,"EPLC Agile process. Iterative design and development process",2022-09-30,2021-09-30,2021-09-30,2022-09-29,2022-09-29,,2.744,2.744,2.744,-173,-17100,green,0,0,green,"2023-03-21 16:55:55"
009,"Department of Health and Human Services",009-000001472,"CMS Integrated Data Repository (IDR)","Major IT Investments",6091581e380cd642eabbefa4,000462749,6091581e380cd642eabbefa4,"IDR Maintenance","The goal of the Integrated Data Repository is to provide an accurate, reliable and timely consolidated repository of claims, provider and beneficiary data through consolidation of data sources, data stores and procedures. ",01,Completed,N/A,false,true,3,Weeks,"Agile Scrum",2020-09-15,2020-09-15,2020-09-15,2022-05-14,2022-05-14,2022-05-14,4.175077,4.175077,4.175077,0,0,green,0,0,green,"2022-10-04 14:01:44"
009,"Department of Health and Human Services",009-000277861,"CDC World Trade Center Program Management and Administration","Major IT Investments",646a399c6e19cf99ee4c63bb,461818,646a399c6e19cf99ee4c63bb,"CDC NIOSH WTCP-HEPR-Care V2 Codebook & Certification Module","The project will provide a major modification to the existing CARE portal by introducing both a certification and codebook module.",01,"In Progress",N/A,true,true,3,Months,"Agile Scrum",2023-03-29,2023-03-29,2023-03-29,2023-12-31,2023-11-16,,0.24945,0.209125,0,45,16.245487,yellow,0.040325,16.165564,yellow,"2023-07-24 09:05:09"
009,"Department of Health and Human Services",009-000004158,"HRSA - BHW Management Information System Solution (BMISS)","Major IT Investments",643468cb784d81b321e55c05,464920,643468cb784d81b321e55c05,"HRSA - BMISS - FY2023 - DME 03","Continue modernization of NCLRP module.",01,"In Progress",N/A,true,true,3,Months,Agile,2023-03-02,2023-03-02,2023-03-02,2024-02-29,2024-02-29,,2.276,2.276,0,0,0,green,0,0,green,"2023-07-24 11:37:04"
009,"Department of Health and Human Services",009-000004158,"HRSA - BHW Management Information System Solution (BMISS)","Major IT Investments",62c87ac813159f42f0966804,464860,62c87ac813159f42f0966804,"HRSA - BMISS - FY2022 - 11","Continue State-wide Rational Service Area (SRSA) development.",01,Completed,N/A,true,true,3,Months,Agile.,2022-06-10,2022-06-10,2022-06-10,2023-05-31,2023-05-31,2023-05-31,1.565,1.565,1.532,0,0,green,0.033,2.108626,green,"2023-07-24 11:37:00"
009,"Department of Health and Human Services",009-000338730,"FDA CDER Marketplace for Regulatory Data","Major IT Investments",6192bf56bdc84142d0172080,000463850,6192bf56bdc84142d0172080,"FDA CDER MRD - Mercado BIP v4 (Rel 2.1)","Provide Reporting Services for CDER Informatics Platform: support Mercado Data Warehouse to enable real time reporting, operational, executive and congressional reporting, emerging technology, data publishing, enterprise search, EBDR",01,Complete,,true,true,1,Weeks,"Agile Scrum",,,2021-11-15,,,2021-12-31,,,1.095,0,0,green,0,0,green,"2022-03-06 14:50:56"
009,"Department of Health and Human Services",009-000005344,"FDA CDRH Digital Transformation","Major IT Investments",618be11cbdc84142d0171678,000463844,618be11cbdc84142d0171678,"FDA CDRH DT DMP OY2","Option Year 2 enhancements for a digital workbench that will become the central access point for CDRH staff to perform and manage day-to-day responsibilities and activities. ",01,"In Progress",N/A,true,true,3,Months,"Scrum-based iterative development with quarterly releases",2021-09-20,2021-09-20,2021-09-20,2022-08-31,2022-08-31,,3066.15594,3133.909019,3180.29524,0,10.144928,yellow,-67.753079,-2.209708,green,"2022-10-05 14:48:00"
009,"Department of Health and Human Services",009-000380398,"CMS Quality Payment Program (QPP)","Major IT Investments",61d5a9d24cd36242e53c970e,000462813,61d5a9d24cd36242e53c970e,"QPP Program Increments 17-19","Enhance design content and clinician scoring module",01,Completed,N/A,true,true,2,Weeks,"Scrum Agile. We have refinement meetings, which prep jira issues to be worked on by engineering. We have planning meetings, which establish what will be worked on in the next iteration. We have retrospective meetings after the sprint to improve operations. We have standup meetings everyday to ensure refined jira issues are getting implemented/completed appropriately. Optionally, on the outset of a release cycle, we may do a Sprint 0 to gather information needed ahead of the release cycle.
",2022-03-10,2022-03-10,2022-03-10,2022-11-16,2022-11-16,2022-11-16,19.604937,19.604937,19.604937,0,0,green,0,0,green,"2023-03-24 16:23:23"
009,"Department of Health and Human Services",009-000001359,"IHS National Patient Information Reporting System (NPIRS) - - Maintenance and Enhancements","Major IT Investments",63484ecc7d4744c824336d6e,465754,63484ecc7d4744c824336d6e,"IHS FY23 COVID 19 Immunizations Dashboard Enhancements","Continue to satisfy COVID Surveillance and COVID Immunizations enterprise reporting requirements to include automating data source processing",01,"In Progress",N/A,false,true,17,Weeks,"This Project deploys following all 3 week sprint intervals",2022-10-05,2022-10-05,2022-10-05,2023-09-28,2023-09-28,,1.5,0,0,0,0,green,1.5,100,red,"2022-10-27 09:07:32"
009,"Department of Health and Human Services",009-000446086,"FDA CDER Knowledge Management","Major IT Investments",61802a41bdc84142d0170a2f,000463828,61802a41bdc84142d0170a2f,"FDA CDER KM Data Lake and Analytics Service (FY21 Q1)","1) Establish CDERONE iDL encompassing FISMA High/Moderate multi-tenant cloud environment and COTS tools that is capable to support multiple analytical capabilities across CDER 2) Onboard and ingest enterprise structured, unstructured and semi-structu",01,Complete,,true,true,2,Weeks,Agile,,,2021-08-12,,,2021-11-11,,,2.515,14,15.3846,yellow,0,0,green,"2021-11-22 16:34:49"
009,"Department of Health and Human Services",009-000452168,"IHS Modernization Health IT System & Support (mHITSS) ","Major IT Investments",607ed120380cd642eabbbe01,465731,607ed120380cd642eabbbe01,"Health FFRDC HIT Modernization Strategic Support - Year 1","The purpose of the project is to help advance the HIT Modernization Initiative. The primary objective is to establish a HIT Modernization Program Management Office (PMO) and manage the portfolio of projects to deliver a a modern HIT.",01,Completed,,false,false,0,,,2020-10-23,2020-10-23,2020-10-23,2021-10-22,2021-10-22,2021-10-22,16.680581,16.680581,16.417685,0,0,green,0.262896,1.57606,green,"2022-10-24 16:54:54"
009,"Department of Health and Human Services",009-000005323,"FDA OC Financial Management Information Systems","Major IT Investments",62fd5bdb751501cdeed54b96,000463954,62fd5bdb751501cdeed54b96,"FDA OC FMIS User Fee Re-Architecture- UFS E-Invoicing","To provide support for the implementation of User Fees Re-Architecture and electronic Invoicing in the near future.
",01,Completed,,true,false,0,,"Non incremental",2022-02-01,2022-02-01,2022-02-01,2022-09-30,2022-09-30,2022-09-30,0.292,0.292,0,0,0,green,0.292,0,green,"2023-03-24 16:03:54"
009,"Department of Health and Human Services",009-000406261,"CMS National Plan and Provider Enumeration System (NPPES)","Major IT Investments",5fd904f3c885704b4c7114a0,445660,5fd904f3c885704b4c7114a0,"NPPES Life Cycle","To assign National Provider Identifiers (NPI) to eligible providers nationwide. NPI is the primary identifier used in nearly all health care transactions and must be used to identify providers in HIPAA transactions.",01,"In Progress",N/A,true,true,2,Weeks,"SAFe is an agile methodology that helps multiple teams within a single program, portfolio, or enterprise scale agile practices such as Scrum, Kanban, and Lean beyond a single team.  It encompasses a set of principles, processes and practices such as quarterly PI Planning, System Demos, and PI Objectives to  help create a big picture view of work in progress at the program-level and foster mission alignment, while working across multiple stakeholders within an organization.",2020-09-30,2020-09-30,2020-09-30,2025-06-29,2025-06-29,,49.977811,49.977811,38.275,0,0,green,0,0,green,"2023-01-11 16:35:07"
